system:index,NDVI,day,month,name,year,.geo
LC08_035038_20130620_00000000000000000013_0,0.1775316,20,6,D-21-22 13CAD,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000014_0,0.19267333,20,6,D-21-20 15ACD1 [TW-4],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000015_0,0.15799356,20,6,D-21-21 17BCC1 [TW-9],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000016_0,0.19966473,20,6,D-21-20 13CBD1 [TW-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000017_0,0.20920567,20,6,D-21-20 13CBA1 [CASING-8],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000018_0,0.24649939,20,6,D-21-20 11BCD1 [TW-7],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_00000000000000000019_0,0.16701664,20,6,D-21-21 16AAD1 [MW-5],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001a_0,0.15929312,20,6,D-21-21 10ADA1 [MW-1],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001b_0,0.15904664,20,6,D-21-20 10BBD1 [TW-9W],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001c_0,0.15759963,20,6,D-21-20 09ABC1 [MW-2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001d_0,0.13708161,20,6,D-20-21 33CDD1 [MW-7],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001e_0,0.13987027,20,6,D-20-20 35CCB1 [TW-6],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130620_0000000000000000001f_0,0.20765306,20,6,D-20-19 13DDC1 [RAIN],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000000_0,0.20789364,6,7,D-24-21 17BCB3 [Baumkirchner 3],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000001_0,0.36846823,6,7,D-23-22 33BCC [PALO FH],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000002_0,0.2161368,6,7,D-23-22 29DBD1 [3-CAN S],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000003_0,0.20981966,6,7,D-23-22 29ACB1 [3-CAN N],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000004_0,0.19993438,6,7,D-23-23 32BCB [FOUDY],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000005_0,0.1623634,6,7,D-23-22 17ACC [HOLDER],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000006_0,0.2167978,6,7,D-23-21 06CCC2 [RAMBO],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000007_0,0.20789911,6,7,D-22-21 35ADD1 PZ1 [RANCH DEEP],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000008_0,0.20789911,6,7,D-22-21 35ADD1 PZ2 [RANCH SHALLOW],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
LC08_035038_20130706_00000000000000000009_0,0.34040037,6,7,D-22-20 26DDC [ANTELOPE 2],2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
